"REF_DATE","GEO","DGUID","Educational attainment","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2001","Canada","2016A000011124","University","Percent","239","units","0","v99916318","1.5","5.5","B","","","1"
"2001","Newfoundland and Labrador","2016A000210","All levels of education","Percent","239","units","0","v99916319","2.1","17.2","B","","","1"
"2001","Newfoundland and Labrador","2016A000210","Less than high school","Percent","239","units","0","v99916320","2.2","32.6","C","","","1"
"2001","Newfoundland and Labrador","2016A000210","High school","Percent","239","units","0","v99916321","2.3","19.1","C","","","1"
"2001","Newfoundland and Labrador","2016A000210","College or trade","Percent","239","units","0","v99916322","2.4","16.9","B","","","1"
"2001","Newfoundland and Labrador","2016A000210","University","Percent","239","units","0","v99916323","2.5","","x","","","1"
"2001","Prince Edward Island","2016A000211","All levels of education","Percent","239","units","0","v99916324","3.1","14.9","B","","","1"
"2001","Prince Edward Island","2016A000211","Less than high school","Percent","239","units","0","v99916325","3.2","33.7","C","","","1"
"2001","Prince Edward Island","2016A000211","High school","Percent","239","units","0","v99916326","3.3","21.8","B","","","1"
"2001","Prince Edward Island","2016A000211","College or trade","Percent","239","units","0","v99916327","3.4","8.9","B","","","1"
"2001","Prince Edward Island","2016A000211","University","Percent","239","units","0","v99916328","3.5","","x","","","1"
"2001","Nova Scotia","2016A000212","All levels of education","Percent","239","units","0","v99916329","4.1","9.5","B","","","1"
"2001","Nova Scotia","2016A000212","Less than high school","Percent","239","units","0","v99916330","4.2","17.1","C","","","1"
"2001","Nova Scotia","2016A000212","High school","Percent","239","units","0","v99916331","4.3","10.5","C","","","1"
"2001","Nova Scotia","2016A000212","College or trade","Percent","239","units","0","v99916332","4.4","9.7","B","","","1"
"2001","Nova Scotia","2016A000212","University","Percent","239","units","0","v99916333","4.5","5.7","D","","","1"
"2001","New Brunswick","2016A000213","All levels of education","Percent","239","units","0","v99916334","5.1","10.6","B","","","1"
"2001","New Brunswick","2016A000213","Less than high school","Percent","239","units","0","v99916335","5.2","33.5","B","","","1"
"2001","New Brunswick","2016A000213","High school","Percent","239","units","0","v99916336","5.3","14.2","B","","","1"
"2001","New Brunswick","2016A000213","College or trade","Percent","239","units","0","v99916337","5.4","7.3","B","","","1"
"2001","New Brunswick","2016A000213","University","Percent","239","units","0","v99916338","5.5","","x","","","1"
"2001","Quebec","2016A000224","All levels of education","Percent","239","units","0","v99916339","6.1","8.5","B","","","1"
"2001","Quebec","2016A000224","Less than high school","Percent","239","units","0","v99916340","6.2","18.7","B","","","1"
"2001","Quebec","2016A000224","High school","Percent","239","units","0","v99916341","6.3","9.6","B","","","1"
"2001","Quebec","2016A000224","College or trade","Percent","239","units","0","v99916342","6.4","7.1","B","","","1"
"2001","Quebec","2016A000224","University","Percent","239","units","0","v99916343","6.5","5.7","B","","","1"
"2001","Ontario","2016A000235","All levels of education","Percent","239","units","0","v99916344","7.1","6.9","A","","","1"
"2001","Ontario","2016A000235","Less than high school","Percent","239","units","0","v99916345","7.2","12.1","B","","","1"
"2001","Ontario","2016A000235","High school","Percent","239","units","0","v99916346","7.3","7.7","B","","","1"
"2001","Ontario","2016A000235","College or trade","Percent","239","units","0","v99916347","7.4","6.1","B","","","1"
"2001","Ontario","2016A000235","University","Percent","239","units","0","v99916348","7.5","6.0","B","","","1"
"2001","Manitoba","2016A000246","All levels of education","Percent","239","units","0","v99916349","8.1","5.2","B","","","1"
"2001","Manitoba","2016A000246","Less than high school","Percent","239","units","0","v99916350","8.2","13.1","C","","","1"
"2001","Manitoba","2016A000246","High school","Percent","239","units","0","v99916351","8.3","4.5","C","","","1"
"2001","Manitoba","2016A000246","College or trade","Percent","239","units","0","v99916352","8.4","4.1","C","","","1"
"2001","Manitoba","2016A000246","University","Percent","239","units","0","v99916353","8.5","4.8","C","","","1"
"2001","Saskatchewan","2016A000247","All levels of education","Percent","239","units","0","v99916354","9.1","6.7","B","","","1"
"2001","Saskatchewan","2016A000247","Less than high school","Percent","239","units","0","v99916355","9.2","","x","","","1"
"2001","Saskatchewan","2016A000247","High school","Percent","239","units","0","v99916356","9.3","8.2","B","","","1"
"2001","Saskatchewan","2016A000247","College or trade","Percent","239","units","0","v99916357","9.4","5.9","B","","","1"
"2001","Saskatchewan","2016A000247","University","Percent","239","units","0","v99916358","9.5","","x","","","1"
"2001","Alberta","2016A000248","All levels of education","Percent","239","units","0","v99916359","10.1","4.7","B","","","1"
"2001","Alberta","2016A000248","Less than high school","Percent","239","units","0","v99916360","10.2","9.9","C","","","1"
"2001","Alberta","2016A000248","High school","Percent","239","units","0","v99916361","10.3","5.5","B","","","1"
"2001","Alberta","2016A000248","College or trade","Percent","239","units","0","v99916362","10.4","3.6","C","","","1"
"2001","Alberta","2016A000248","University","Percent","239","units","0","v99916363","10.5","3.7","C","","","1"
"2001","British Columbia","2016A000259","All levels of education","Percent","239","units","0","v99916364","11.1","7.9","B","","","1"
"2001","British Columbia","2016A000259","Less than high school","Percent","239","units","0","v99916365","11.2","20.8","C","","","1"
"2001","British Columbia","2016A000259","High school","Percent","239","units","0","v99916366","11.3","9.0","B","","","1"
"2001","British Columbia","2016A000259","College or trade","Percent","239","units","0","v99916367","11.4","5.7","B","","","1"
"2001","British Columbia","2016A000259","University","Percent","239","units","0","v99916368","11.5","5.4","C","","","1"
"2002","Canada","2016A000011124","All levels of education","Percent","239","units","0","v99916314","1.1","8.0","A","","","1"
"2002","Canada","2016A000011124","Less than high school","Percent","239","units","0","v99916315","1.2","15.7","B","","","1"
"2002","Canada","2016A000011124","High school","Percent","239","units","0","v99916316","1.3","9.5","A","","","1"
"2002","Canada","2016A000011124","College or trade","Percent","239","units","0","v99916317","1.4","6.8","A","","","1"
"2002","Canada","2016A000011124","University","Percent","239","units","0","v99916318","1.5","5.8","B","","","1"
"2002","Newfoundland and Labrador","2016A000210","All levels of education","Percent","239","units","0","v99916319","2.1","20.6","B","","","1"
"2002","Newfoundland and Labrador","2016A000210","Less than high school","Percent","239","units","0","v99916320","2.2","40.8","C","","","1"
"2002","Newfoundland and Labrador","2016A000210","High school","Percent","239","units","0","v99916321","2.3","24.5","B","","","1"
"2002","Newfoundland and Labrador","2016A000210","College or trade","Percent","239","units","0","v99916322","2.4","19.4","B","","","1"
"2002","Newfoundland and Labrador","2016A000210","University","Percent","239","units","0","v99916323","2.5","","x","","","1"
"2002","Prince Edward Island","2016A000211","All levels of education","Percent","239","units","0","v99916324","3.1","14.5","B","","","1"
"2002","Prince Edward Island","2016A000211","Less than high school","Percent","239","units","0","v99916325","3.2","32.6","C","","","1"
"2002","Prince Edward Island","2016A000211","High school","Percent","239","units","0","v99916326","3.3","18.7","C","","","1"
"2002","Prince Edward Island","2016A000211","College or trade","Percent","239","units","0","v99916327","3.4","11.0","C","","","1"
"2002","Prince Edward Island","2016A000211","University","Percent","239","units","0","v99916328","3.5","","x","","","1"
"2002","Nova Scotia","2016A000212","All levels of education","Percent","239","units","0","v99916329","4.1","9.4","B","","","1"
"2002","Nova Scotia","2016A000212","Less than high school","Percent","239","units","0","v99916330","4.2","14.8","C","","","1"
"2002","Nova Scotia","2016A000212","High school","Percent","239","units","0","v99916331","4.3","11.5","B","","","1"
"2002","Nova Scotia","2016A000212","College or trade","Percent","239","units","0","v99916332","4.4","9.3","B","","","1"
"2002","Nova Scotia","2016A000212","University","Percent","239","units","0","v99916333","4.5","5.4","D","","","1"
"2002","New Brunswick","2016A000213","All levels of education","Percent","239","units","0","v99916334","5.1","10.1","B","","","1"
"2002","New Brunswick","2016A000213","Less than high school","Percent","239","units","0","v99916335","5.2","31.6","B","","","1"
"2002","New Brunswick","2016A000213","High school","Percent","239","units","0","v99916336","5.3","13.9","B","","","1"
"2002","New Brunswick","2016A000213","College or trade","Percent","239","units","0","v99916337","5.4","7.5","B","","","1"
"2002","New Brunswick","2016A000213","University","Percent","239","units","0","v99916338","5.5","","x","","","1"
"2002","Quebec","2016A000224","All levels of education","Percent","239","units","0","v99916339","6.1","8.4","B","","","1"
"2002","Quebec","2016A000224","Less than high school","Percent","239","units","0","v99916340","6.2","15.0","B","","","1"
"2002","Quebec","2016A000224","High school","Percent","239","units","0","v99916341","6.3","10.8","B","","","1"
"2002","Quebec","2016A000224","College or trade","Percent","239","units","0","v99916342","6.4","7.5","B","","","1"
"2002","Quebec","2016A000224","University","Percent","239","units","0","v99916343","6.5","5.7","B","","","1"
"2002","Ontario","2016A000235","All levels of education","Percent","239","units","0","v99916344","7.1","8.0","B","","","1"
"2002","Ontario","2016A000235","Less than high school","Percent","239","units","0","v99916345","7.2","16.3","B","","","1"
"2002","Ontario","2016A000235","High school","Percent","239","units","0","v99916346","7.3","9.6","B","","","1"
"2002","Ontario","2016A000235","College or trade","Percent","239","units","0","v99916347","7.4","6.3","B","","","1"
"2002","Ontario","2016A000235","University","Percent","239","units","0","v99916348","7.5","6.9","B","","","1"
"2002","Manitoba","2016A000246","All levels of education","Percent","239","units","0","v99916349","8.1","5.2","B","","","1"
"2002","Manitoba","2016A000246","Less than high school","Percent","239","units","0","v99916350","8.2","9.9","C","","","1"
"2002","Manitoba","2016A000246","High school","Percent","239","units","0","v99916351","8.3","5.3","C","","","1"
"2002","Manitoba","2016A000246","College or trade","Percent","239","units","0","v99916352","8.4","5.2","C","","","1"
"2002","Manitoba","2016A000246","University","Percent","239","units","0","v99916353","8.5","","x","","","1"
"2002","Saskatchewan","2016A000247","All levels of education","Percent","239","units","0","v99916354","9.1","5.7","B","","","1"
"2002","Saskatchewan","2016A000247","Less than high school","Percent","239","units","0","v99916355","9.2","18.3","C","","","1"
"2002","Saskatchewan","2016A000247","High school","Percent","239","units","0","v99916356","9.3","6.7","B","","","1"
"2002","Saskatchewan","2016A000247","College or trade","Percent","239","units","0","v99916357","9.4","3.2","C","","","1"
"2002","Saskatchewan","2016A000247","University","Percent","239","units","0","v99916358","9.5","","x","","","1"
"2002","Alberta","2016A000248","All levels of education","Percent","239","units","0","v99916359","10.1","4.7","B","","","1"
"2002","Alberta","2016A000248","Less than high school","Percent","239","units","0","v99916360","10.2","","x","","","1"
"2002","Alberta","2016A000248","High school","Percent","239","units","0","v99916361","10.3","5.7","B","","","1"
"2002","Alberta","2016A000248","College or trade","Percent","239","units","0","v99916362","10.4","3.9","B","","","1"
"2002","Alberta","2016A000248","University","Percent","239","units","0","v99916363","10.5","","x","","","1"
"2002","British Columbia","2016A000259","All levels of education","Percent","239","units","0","v99916364","11.1","9.1","B","","","1"
"2002","British Columbia","2016A000259","Less than high school","Percent","239","units","0","v99916365","11.2","17.7","C","","","1"
"2002","British Columbia","2016A000259","High school","Percent","239","units","0","v99916366","11.3","10.4","B","","","1"
"2002","British Columbia","2016A000259","College or trade","Percent","239","units","0","v99916367","11.4","7.9","B","","","1"
"2002","British Columbia","2016A000259","University","Percent","239","units","0","v99916368","11.5","5.8","C","","","1"
"2003","Canada","2016A000011124","All levels of education","Percent","239","units","0","v99916314","1.1","7.5","A","","","1"
"2003","Canada","2016A000011124","Less than high school","Percent","239","units","0","v99916315","1.2","16.1","B","","","1"
"2003","Canada","2016A000011124","High school","Percent","239","units","0","v99916316","1.3","8.4","A","","","1"
"2003","Canada","2016A000011124","College or trade","Percent","239","units","0","v99916317","1.4","6.5","A","","","1"
"2003","Canada","2016A000011124","University","Percent","239","units","0","v99916318","1.5","5.6","B","","","1"
"2003","Newfoundland and Labrador","2016A000210","All levels of education","Percent","239","units","0","v99916319","2.1","17.0","B","","","1"
"2003","Newfoundland and Labrador","2016A000210","Less than high school","Percent","239","units","0","v99916320","2.2","38.9","C","","","1"
"2003","Newfoundland and Labrador","2016A000210","High school","Percent","239","units","0","v99916321","2.3","19.5","C","","","1"
"2003","Newfoundland and Labrador","2016A000210","College or trade","Percent","239","units","0","v99916322","2.4","18.4","B","","","1"
"2003","Newfoundland and Labrador","2016A000210","University","Percent","239","units","0","v99916323","2.5","","x","","","1"
"2003","Prince Edward Island","2016A000211","All levels of education","Percent","239","units","0","v99916324","3.1","13.1","B","","","1"
"2003","Prince Edward Island","2016A000211","Less than high school","Percent","239","units","0","v99916325","3.2","","x","","","1"
"2003","Prince Edward Island","2016A000211","High school","Percent","239","units","0","v99916326","3.3","22.6","B","","","1"
"2003","Prince Edward Island","2016A000211","College or trade","Percent","239","units","0","v99916327","3.4","8.1","C","","","1"
"2003","Prince Edward Island","2016A000211","University","Percent","239","units","0","v99916328","3.5","","x","","","1"
"2003","Nova Scotia","2016A000212","All levels of education","Percent","239","units","0","v99916329","4.1","9.9","B","","","1"
"2003","Nova Scotia","2016A000212","Less than high school","Percent","239","units","0","v99916330","4.2","20.3","C","","","1"
"2003","Nova Scotia","2016A000212","High school","Percent","239","units","0","v99916331","4.3","14.6","C","","","1"
"2003","Nova Scotia","2016A000212","College or trade","Percent","239","units","0","v99916332","4.4","8.5","C","","","1"
"2003","Nova Scotia","2016A000212","University","Percent","239","units","0","v99916333","4.5","5.4","D","","","1"
"2003","New Brunswick","2016A000213","All levels of education","Percent","239","units","0","v99916334","5.1","10.3","B","","","1"
"2003","New Brunswick","2016A000213","Less than high school","Percent","239","units","0","v99916335","5.2","21.4","C","","","1"
"2003","New Brunswick","2016A000213","High school","Percent","239","units","0","v99916336","5.3","15.3","B","","","1"
"2003","New Brunswick","2016A000213","College or trade","Percent","239","units","0","v99916337","5.4","9.2","B","","","1"
"2003","New Brunswick","2016A000213","University","Percent","239","units","0","v99916338","5.5","","x","","","1"
"2003","Quebec","2016A000224","All levels of education","Percent","239","units","0","v99916339","6.1","8.8","B","","","1"
"2003","Quebec","2016A000224","Less than high school","Percent","239","units","0","v99916340","6.2","17.1","B","","","1"
"2003","Quebec","2016A000224","High school","Percent","239","units","0","v99916341","6.3","9.0","B","","","1"
"2003","Quebec","2016A000224","College or trade","Percent","239","units","0","v99916342","6.4","8.5","B","","","1"
"2003","Quebec","2016A000224","University","Percent","239","units","0","v99916343","6.5","5.7","B","","","1"
"2003","Ontario","2016A000235","All levels of education","Percent","239","units","0","v99916344","7.1","6.7","B","","","1"
"2003","Ontario","2016A000235","Less than high school","Percent","239","units","0","v99916345","7.2","14.0","B","","","1"
"2003","Ontario","2016A000235","High school","Percent","239","units","0","v99916346","7.3","7.5","B","","","1"
"2003","Ontario","2016A000235","College or trade","Percent","239","units","0","v99916347","7.4","5.3","B","","","1"
"2003","Ontario","2016A000235","University","Percent","239","units","0","v99916348","7.5","6.2","B","","","1"
"2003","Manitoba","2016A000246","All levels of education","Percent","239","units","0","v99916349","8.1","5.0","B","","","1"
"2003","Manitoba","2016A000246","Less than high school","Percent","239","units","0","v99916350","8.2","12.7","C","","","1"
"2003","Manitoba","2016A000246","High school","Percent","239","units","0","v99916351","8.3","5.0","B","","","1"
"2003","Manitoba","2016A000246","College or trade","Percent","239","units","0","v99916352","8.4","5.0","C","","","1"
"2003","Manitoba","2016A000246","University","Percent","239","units","0","v99916353","8.5","","x","","","1"
"2003","Saskatchewan","2016A000247","All levels of education","Percent","239","units","0","v99916354","9.1","6.0","B","","","1"
"2003","Saskatchewan","2016A000247","Less than high school","Percent","239","units","0","v99916355","9.2","19.9","C","","","1"
"2003","Saskatchewan","2016A000247","High school","Percent","239","units","0","v99916356","9.3","6.4","B","","","1"
"2003","Saskatchewan","2016A000247","College or trade","Percent","239","units","0","v99916357","9.4","4.8","C","","","1"
"2003","Saskatchewan","2016A000247","University","Percent","239","units","0","v99916358","9.5","","x","","","1"
"2003","Alberta","2016A000248","All levels of education","Percent","239","units","0","v99916359","10.1","4.7","B","","","1"
"2003","Alberta","2016A000248","Less than high school","Percent","239","units","0","v99916360","10.2","8.9","C","","","1"
"2003","Alberta","2016A000248","High school","Percent","239","units","0","v99916361","10.3","5.8","B","","","1"
"2003","Alberta","2016A000248","College or trade","Percent","239","units","0","v99916362","10.4","3.3","B","","","1"
"2003","Alberta","2016A000248","University","Percent","239","units","0","v99916363","10.5","3.5","C","","","1"
