mes,geografia,duracion,rango edad,total personas,hombres,mujeres,fecha
1,northern region,   1 - 4 weeks,  45-54,0,0,0,2001
1,northern region,   1 - 4 weeks,  55-64,0,0,0,2001
1,northern region,   1 - 4 weeks,  65 years and over,0,0,0,2001
1,northern region,   5 - 13 weeks,"total, 15 years and over",12,9,4,2001
1,northern region,   5 - 13 weeks, 15-64 years,12,9,4,2001
1,northern region,   5 - 13 weeks,  15-19,2,0,0,2001
1,northern region,   5 - 13 weeks,  20-24,0,0,0,2001
1,northern region,   5 - 13 weeks,  25-44,6,5,2,2001
1,northern region,   5 - 13 weeks,  45-54,2,2,0,2001
1,northern region,   5 - 13 weeks,  55-64,0,0,0,2001
1,northern region,   5 - 13 weeks,  65 years and over,0,0,0,2001
1,northern region,   14 - 25 weeks,"total, 15 years and over",5,4,2,2001
1,northern region,   14 - 25 weeks, 15-64 years,5,4,2,2001
1,northern region,   14 - 25 weeks,  15-19,0,0,0,2001
1,northern region,   14 - 25 weeks,  20-24,0,0,0,2001
1,northern region,   14 - 25 weeks,  25-44,2,0,0,2001
1,northern region,   14 - 25 weeks,  45-54,0,0,0,2001
1,northern region,   14 - 25 weeks,  55-64,0,0,0,2001
1,northern region,   14 - 25 weeks,  65 years and over,0,0,0,2001
1,northern region,   26 weeks ,"total, 15 years and over",0,0,0,2001
1,northern region,   26 weeks , 15-64 years,0,0,0,2001
1,northern region,   26 weeks ,  15-19,0,0,0,2001
1,northern region,   26 weeks ,  20-24,0,0,0,2001
1,northern region,   26 weeks ,  25-44,0,0,0,2001
1,northern region,   26 weeks ,  45-54,0,0,0,2001
1,northern region,   26 weeks ,  55-64,0,0,0,2001
1,northern region,   26 weeks ,  65 years and over,0,0,0,2001
1,northern region,      27 - 51 weeks,"total, 15 years and over",2,0,0,2001
1,northern region,      27 - 51 weeks, 15-64 years,2,0,0,2001
1,northern region,      27 - 51 weeks,  15-19,0,0,0,2001
1,northern region,      27 - 51 weeks,  20-24,0,0,0,2001
1,northern region,      27 - 51 weeks,  25-44,0,0,0,2001
1,northern region,      27 - 51 weeks,  45-54,0,0,0,2001
1,northern region,      27 - 51 weeks,  55-64,0,0,0,2001
1,northern region,      27 - 51 weeks,  65 years and over,0,0,0,2001
1,northern region,      52 weeks,"total, 15 years and over",2,0,0,2001
1,northern region,      52 weeks, 15-64 years,2,0,0,2001
1,northern region,      52 weeks,  15-19,0,0,0,2001
1,northern region,      52 weeks,  20-24,0,0,0,2001
1,northern region,      52 weeks,  25-44,0,0,0,2001
1,northern region,      52 weeks,  45-54,0,0,0,2001
1,northern region,      52 weeks,  55-64,0,0,0,2001
1,northern region,      52 weeks,  65 years and over,0,0,0,2001
1,northern region,      53 weeks or more,"total, 15 years and over",0,0,0,2001
1,northern region,      53 weeks or more, 15-64 years,0,0,0,2001
1,northern region,      53 weeks or more,  15-19,0,0,0,2001
1,northern region,      53 weeks or more,  20-24,0,0,0,2001
1,northern region,      53 weeks or more,  25-44,0,0,0,2001
1,northern region,      53 weeks or more,  45-54,0,0,0,2001
1,northern region,      53 weeks or more,  55-64,0,0,0,2001
1,northern region,      53 weeks or more,  65 years and over,0,0,0,2001
1,northern region,   duration unknown,"total, 15 years and over",0,0,0,2001
1,northern region,   duration unknown, 15-64 years,0,0,0,2001
1,northern region,   duration unknown,  15-19,0,0,0,2001
1,northern region,   duration unknown,  20-24,0,0,0,2001
1,northern region,   duration unknown,  25-44,0,0,0,2001
1,northern region,   duration unknown,  45-54,0,0,0,2001
1,northern region,   duration unknown,  55-64,0,0,0,2001
1,northern region,   duration unknown,  65 years and over,0,0,0,2001
1,northern region,average unemployed nc,"total, 15 years and over",16,14,20,2001
1,northern region,average unemployed nc, 15-64 years,16,14,20,2001
1,northern region,average unemployed nc,  15-19,13,12,15,2001
1,northern region,average unemployed nc,  20-24,14,12,18,2001
1,northern region,average unemployed nc,  25-44,17,15,20,2001
1,northern region,average unemployed nc,  45-54,17,14,22,2001
1,northern region,average unemployed nc,  55-64,18,12,24,2001
1,northern region,average unemployed nc,  65 years and over,44,0,44,2001
1,northern region,average unemployed c99,"total, 15 years and over",15,13,18,2001
1,northern region,average unemployed c99, 15-64 years,15,13,18,2001
1,northern region,average unemployed c99,  15-19,13,12,14,2001
1,northern region,average unemployed c99,  20-24,14,12,18,2001
1,northern region,average unemployed c99,  25-44,15,13,18,2001
1,northern region,average unemployed c99,  45-54,17,14,21,2001
1,northern region,average unemployed c99,  55-64,18,12,24,2001
1,northern region,average unemployed c99,  65 years and over,44,0,44,2001
2,eastern region,total unemployed,"total, 15 years and over",57,32,25,2001
2,eastern region,total unemployed, 15-64 years,57,32,25,2001
2,eastern region,total unemployed,  15-19,9,5,4,2001
2,eastern region,total unemployed,  20-24,12,8,5,2001
2,eastern region,total unemployed,  25-44,24,13,11,2001
2,eastern region,total unemployed,  45-54,6,2,3,2001
2,eastern region,total unemployed,  55-64,5,3,2,2001
2,eastern region,total unemployed,  65 years and over,0,0,0,2001
2,eastern region,   1 - 4 weeks,"total, 15 years and over",25,14,12,2001
2,eastern region,   1 - 4 weeks, 15-64 years,25,14,12,2001
2,eastern region,   1 - 4 weeks,  15-19,6,4,2,2001
2,eastern region,   1 - 4 weeks,  20-24,6,4,2,2001
2,eastern region,   1 - 4 weeks,  25-44,8,4,4,2001
2,eastern region,   1 - 4 weeks,  45-54,2,0,0,2001
2,eastern region,   1 - 4 weeks,  55-64,2,0,0,2001
2,eastern region,   1 - 4 weeks,  65 years and over,0,0,0,2001
2,eastern region,   5 - 13 weeks,"total, 15 years and over",16,8,8,2001
2,eastern region,   5 - 13 weeks, 15-64 years,16,8,8,2001
2,eastern region,   5 - 13 weeks,  15-19,2,0,0,2001
2,eastern region,   5 - 13 weeks,  20-24,3,2,0,2001
2,eastern region,   5 - 13 weeks,  25-44,7,3,4,2001
2,eastern region,   5 - 13 weeks,  45-54,2,0,0,2001
2,eastern region,   5 - 13 weeks,  55-64,0,0,0,2001
2,eastern region,   5 - 13 weeks,  65 years and over,0,0,0,2001
2,eastern region,   14 - 25 weeks,"total, 15 years and over",8,6,2,2001
2,eastern region,   14 - 25 weeks, 15-64 years,8,6,2,2001
2,eastern region,   14 - 25 weeks,  15-19,0,0,0,2001
2,eastern region,   14 - 25 weeks,  20-24,2,0,0,2001
2,eastern region,   14 - 25 weeks,  25-44,5,4,0,2001
2,eastern region,   14 - 25 weeks,  45-54,0,0,0,2001
2,eastern region,   14 - 25 weeks,  55-64,0,0,0,2001
2,eastern region,   14 - 25 weeks,  65 years and over,0,0,0,2001
2,eastern region,   26 weeks ,"total, 15 years and over",0,0,0,2001
2,eastern region,   26 weeks , 15-64 years,0,0,0,2001
2,eastern region,   26 weeks ,  15-19,0,0,0,2001
2,eastern region,   26 weeks ,  20-24,0,0,0,2001
2,eastern region,   26 weeks ,  25-44,0,0,0,2001
2,eastern region,   26 weeks ,  45-54,0,0,0,2001
2,eastern region,   26 weeks ,  55-64,0,0,0,2001
2,eastern region,   26 weeks ,  65 years and over,0,0,0,2001
2,eastern region,      27 - 51 weeks,"total, 15 years and over",2,0,0,2001
2,eastern region,      27 - 51 weeks, 15-64 years,2,0,0,2001
2,eastern region,      27 - 51 weeks,  15-19,0,0,0,2001
2,eastern region,      27 - 51 weeks,  20-24,0,0,0,2001
2,eastern region,      27 - 51 weeks,  25-44,2,0,0,2001
2,eastern region,      27 - 51 weeks,  45-54,0,0,0,2001
2,eastern region,      27 - 51 weeks,  55-64,0,0,0,2001
2,eastern region,      27 - 51 weeks,  65 years and over,0,0,0,2001
2,eastern region,      52 weeks,"total, 15 years and over",0,0,0,2001
2,eastern region,      52 weeks, 15-64 years,0,0,0,2001
2,eastern region,      52 weeks,  15-19,0,0,0,2001
2,eastern region,      52 weeks,  20-24,0,0,0,2001
2,eastern region,      52 weeks,  25-44,0,0,0,2001
2,eastern region,      52 weeks,  45-54,0,0,0,2001
2,eastern region,      52 weeks,  55-64,0,0,0,2001
2,eastern region,      52 weeks,  65 years and over,0,0,0,2001
2,eastern region,      53 weeks or more,"total, 15 years and over",0,0,0,2001
2,eastern region,      53 weeks or more, 15-64 years,0,0,0,2001
2,eastern region,      53 weeks or more,  15-19,0,0,0,2001
2,eastern region,      53 weeks or more,  20-24,0,0,0,2001
2,eastern region,      53 weeks or more,  25-44,0,0,0,2001
2,eastern region,      53 weeks or more,  45-54,0,0,0,2001
2,eastern region,      53 weeks or more,  55-64,0,0,0,2001
2,eastern region,      53 weeks or more,  65 years and over,0,0,0,2001
2,eastern region,   duration unknown,"total, 15 years and over",3,0,2,2001
2,eastern region,   duration unknown, 15-64 years,3,0,2,2001
2,eastern region,   duration unknown,  15-19,0,0,0,2001
2,eastern region,   duration unknown,  20-24,0,0,0,2001
2,eastern region,   duration unknown,  25-44,0,0,0,2001
2,eastern region,   duration unknown,  45-54,0,0,0,2001
2,eastern region,   duration unknown,  55-64,0,0,0,2001
2,eastern region,   duration unknown,  65 years and over,0,0,0,2001
2,eastern region,average unemployed nc,"total, 15 years and over",11,13,9,2001
2,eastern region,average unemployed nc, 15-64 years,11,13,9,2001
2,eastern region,average unemployed nc,  15-19,6,6,7,2001
2,eastern region,average unemployed nc,  20-24,8,9,8,2001
2,eastern region,average unemployed nc,  25-44,13,15,10,2001
2,eastern region,average unemployed nc,  45-54,16,20,12,2001
2,eastern region,average unemployed nc,  55-64,17,22,7,2001
2,eastern region,average unemployed nc,  65 years and over,0,0,0,2001
2,eastern region,average unemployed c99,"total, 15 years and over",11,13,9,2001
2,eastern region,average unemployed c99, 15-64 years,11,13,9,2001
2,eastern region,average unemployed c99,  15-19,6,6,7,2001
2,eastern region,average unemployed c99,  20-24,8,9,8,2001
2,eastern region,average unemployed c99,  25-44,13,15,10,2001
2,eastern region,average unemployed c99,  45-54,15,20,12,2001
2,eastern region,average unemployed c99,  55-64,16,20,7,2001
2,eastern region,average unemployed c99,  65 years and over,0,0,0,2001
2,central region,total unemployed,"total, 15 years and over",186,100,86,2001
2,central region,total unemployed, 15-64 years,184,100,84,2001
2,central region,total unemployed,  15-19,28,17,11,2001
2,central region,total unemployed,  20-24,26,13,13,2001
2,central region,total unemployed,  25-44,82,42,40,2001
2,central region,total unemployed,  45-54,34,20,13,2001
2,central region,total unemployed,  55-64,15,8,7,2001
2,central region,total unemployed,  65 years and over,2,0,2,2001
2,central region,   1 - 4 weeks,"total, 15 years and over",75,41,35,2001
2,central region,   1 - 4 weeks, 15-64 years,74,40,34,2001
2,central region,   1 - 4 weeks,  15-19,17,10,6,2001
2,central region,   1 - 4 weeks,  20-24,13,7,6,2001
2,central region,   1 - 4 weeks,  25-44,32,17,15,2001
2,central region,   1 - 4 weeks,  45-54,9,5,4,2001
2,central region,   1 - 4 weeks,  55-64,4,2,2,2001
2,central region,   1 - 4 weeks,  65 years and over,0,0,0,2001
2,central region,   5 - 13 weeks,"total, 15 years and over",49,26,24,2001
2,central region,   5 - 13 weeks, 15-64 years,48,26,23,2001
2,central region,   5 - 13 weeks,  15-19,7,4,3,2001
2,central region,   5 - 13 weeks,  20-24,6,2,3,2001
2,central region,   5 - 13 weeks,  25-44,25,11,13,2001
2,central region,   5 - 13 weeks,  45-54,8,6,2,2001
2,central region,   5 - 13 weeks,  55-64,3,0,0,2001
2,central region,   5 - 13 weeks,  65 years and over,0,0,0,2001
2,central region,   14 - 25 weeks,"total, 15 years and over",27,15,11,2001
